"Time (s) Run #1";"Current (A) Run #1";"Temperature (°C) Run #1";"ΔT (°C) Run #1";"ΔE₁ (J) Run #1";"ΔE (J) Run #1"
536,400;0,375;26,40;2,39;0,14;618,34
536,500;0,422;26,43;2,42;0,18;618,52
536,600;0,433;26,42;2,41;0,19;618,70
536,700;0,241;26,43;2,42;0,06;618,76
536,800;0,384;26,42;2,41;0,15;618,91
536,900;0,433;26,43;2,42;0,19;619,10
537,000;0,405;26,43;2,42;0,16;619,26
537,100;0,256;26,42;2,41;0,07;619,33
537,200;0,392;26,41;2,40;0,15;619,48
537,300;0,456;26,43;2,42;0,21;619,69
537,400;0,358;26,41;2,40;0,13;619,82
537,500;0,271;26,45;2,43;0,07;619,89
537,600;0,442;26,42;2,41;0,20;620,09
537,700;0,498;26,45;2,43;0,25;620,33
537,800;0,277;26,43;2,42;0,08;620,41
537,900;0,322;26,41;2,40;0,10;620,51
538,000;0,375;26,42;2,41;0,14;620,65
538,100;0,411;26,43;2,42;0,17;620,82
538,200;0,202;26,43;2,42;0,04;620,86
538,300;0,328;26,43;2,42;0,11;620,97
538,400;0,392;26,42;2,41;0,15;621,12
538,500;0,482;26,43;2,42;0,23;621,36
538,600;0,274;26,42;2,41;0,08;621,43
538,700;0,277;26,45;2,43;0,08;621,51
538,800;0,289;26,43;2,42;0,08;621,59
538,900;0,266;26,43;2,42;0,07;621,66
539,000;0,237;26,43;2,42;0,06;621,72
539,100;0,181;26,45;2,43;0,03;621,75
539,200;0,111;26,45;2,43;0,01;621,76
539,300;0,159;26,46;2,45;0,03;621,79
539,400;0,359;26,45;2,43;0,13;621,92
539,500;0,366;26,43;2,42;0,13;622,05
539,600;0,394;26,43;2,42;0,16;622,21
539,700;0,281;26,46;2,45;0,08;622,29
539,800;0,208;26,45;2,43;0,04;622,33
539,900;0,376;26,46;2,45;0,14;622,47
540,000;0,373;26,45;2,43;0,14;622,61
540,100;0,362;26,45;2,43;0,13;622,74
540,200;0,163;26,46;2,45;0,03;622,77
540,300;0,311;26,45;2,43;0,10;622,86
540,400;0,371;26,46;2,45;0,14;623,00
540,500;0,435;26,45;2,43;0,19;623,19
540,600;0,245;26,45;2,43;0,06;623,25
540,700;0,172;26,46;2,45;0,03;623,28
540,800;0,147;26,47;2,46;0,02;623,30
540,900;0,030;26,45;2,43;9,11E-4;623,30
541,000;-1,256E-4;26,45;2,43;1,58E-8;623,30
541,100;-9,421E-5;26,45;2,43;8,88E-9;623,30
541,200;-9,421E-5;26,46;2,45;8,88E-9;623,30
541,300;-1,570E-4;26,43;2,42;2,47E-8;623,30
541,400;-6,281E-5;26,47;2,46;3,94E-9;623,30
541,500;-9,421E-5;26,46;2,45;8,88E-9;623,30
541,600;-6,281E-5;26,45;2,43;3,94E-9;623,30
541,700;-3,140E-5;26,45;2,43;9,86E-10;623,30
541,800;-9,421E-5;26,45;2,43;8,88E-9;623,30
541,900;-1,256E-4;26,45;2,43;1,58E-8;623,30
542,000;-0,003;26,47;2,46;8,53E-6;623,30
542,100;-9,421E-5;26,47;2,46;8,88E-9;623,30
542,200;-1,570E-4;26,45;2,43;2,47E-8;623,30
542,300;-1,256E-4;26,48;2,47;1,58E-8;623,30
542,400;-1,256E-4;26,45;2,43;1,58E-8;623,30
542,500;0,008;26,47;2,46;6,31E-5;623,30
542,600;0,005;26,47;2,46;2,72E-5;623,30
542,700;0,002;26,47;2,46;2,47E-6;623,30
542,800;0,050;26,45;2,43;0,00;623,31
542,900;0,157;26,47;2,46;0,02;623,33
543,000;0,170;26,47;2,46;0,03;623,36
543,100;0,020;26,45;2,43;3,89E-4;623,36
543,200;0,183;26,47;2,46;0,03;623,39
543,300;0,332;26,47;2,46;0,11;623,50
543,400;0,306;26,47;2,46;0,09;623,60
543,500;0,326;26,46;2,45;0,11;623,70
543,600;0,360;26,46;2,45;0,13;623,83
543,700;0,437;26,45;2,43;0,19;624,02
543,800;0,273;26,47;2,46;0,07;624,10
543,900;0,374;26,46;2,45;0,14;624,24
544,000;0,346;26,47;2,46;0,12;624,36
544,100;0,460;26,47;2,46;0,21;624,57
544,200;0,284;26,46;2,45;0,08;624,65
544,300;0,415;26,45;2,43;0,17;624,82
544,400;0,316;26,48;2,47;0,10;624,92
544,500;0,474;26,46;2,45;0,22;625,15
544,600;0,316;26,46;2,45;0,10;625,25
544,700;0,417;26,47;2,46;0,17;625,42
544,800;0,331;26,48;2,47;0,11;625,53
544,900;0,440;26,47;2,46;0,19;625,72
545,000;0,316;26,47;2,46;0,10;625,82
545,100;0,439;26,47;2,46;0,19;626,02
545,200;0,360;26,47;2,46;0,13;626,15
545,300;0,389;26,48;2,47;0,15;626,30
545,400;0,349;26,47;2,46;0,12;626,42
545,500;0,427;26,48;2,47;0,18;626,60
545,600;0,421;26,47;2,46;0,18;626,78
545,700;0,298;26,48;2,47;0,09;626,87
545,800;0,432;26,46;2,45;0,19;627,05
545,900;0,377;26,48;2,47;0,14;627,20
546,000;0,401;26,49;2,48;0,16;627,36
546,100;0,299;26,47;2,46;0,09;627,45
546,200;0,477;26,48;2,47;0,23;627,67
546,300;0,354;26,47;2,46;0,13;627,80
546,400;0,381;26,49;2,48;0,15;627,95
546,500;0,363;26,49;2,48;0,13;628,08
546,600;0,457;26,46;2,45;0,21;628,29
546,700;0,376;26,48;2,47;0,14;628,43
546,800;0,360;26,47;2,46;0,13;628,56
546,900;0,398;26,48;2,47;0,16;628,72
547,000;0,389;26,49;2,48;0,15;628,87
547,100;0,413;26,49;2,48;0,17;629,04
547,200;0,327;26,50;2,49;0,11;629,14
547,300;0,441;26,48;2,47;0,19;629,34
547,400;0,367;26,49;2,48;0,13;629,47
547,500;0,423;26,49;2,48;0,18;629,65
547,600;0,391;26,48;2,47;0,15;629,81
547,700;0,404;26,47;2,46;0,16;629,97
547,800;0,320;26,49;2,48;0,10;630,07
547,900;0,399;26,49;2,48;0,16;630,23
548,000;0,418;26,47;2,46;0,17;630,40
548,100;0,384;26,47;2,46;0,15;630,55
548,200;0,479;26,49;2,48;0,23;630,78
548,300;0,223;26,49;2,48;0,05;630,83
548,400;0,442;26,47;2,46;0,20;631,03
548,500;0,341;26,49;2,48;0,12;631,14
548,600;0,403;26,49;2,48;0,16;631,31
548,700;0,379;26,49;2,48;0,14;631,45
548,800;0,389;26,47;2,46;0,15;631,60
548,900;0,365;26,49;2,48;0,13;631,73
549,000;0,394;26,50;2,49;0,16;631,89
549,100;0,384;26,47;2,46;0,15;632,04
549,200;0,412;26,48;2,47;0,17;632,21
549,300;0,360;26,50;2,49;0,13;632,34
549,400;0,344;26,49;2,48;0,12;632,45
549,500;0,412;26,49;2,48;0,17;632,62
549,600;0,402;26,49;2,48;0,16;632,79
549,700;0,399;26,49;2,48;0,16;632,95
549,800;0,310;26,51;2,50;0,10;633,04
549,900;0,441;26,51;2,50;0,19;633,24
550,000;0,310;26,50;2,49;0,10;633,33
550,100;0,368;26,50;2,49;0,14;633,47
550,200;0,393;26,49;2,48;0,15;633,62
550,300;0,406;26,50;2,49;0,16;633,79
550,400;0,386;26,51;2,50;0,15;633,94
550,500;0,377;26,48;2,47;0,14;634,08
550,600;-0,040;26,49;2,48;0,00;634,08
550,700;0,000;26,49;2,48;0,00;634,08
550,800;0,042;26,52;2,51;0,00;634,08
550,900;0,293;26,50;2,49;0,09;634,17
551,000;0,455;26,49;2,48;0,21;634,37
551,100;0,405;26,50;2,49;0,16;634,54
551,200;0,348;26,50;2,49;0,12;634,66
551,300;0,397;26,50;2,49;0,16;634,82
551,400;0,464;26,48;2,47;0,22;635,03
551,500;0,413;26,51;2,50;0,17;635,20
551,600;0,331;26,51;2,50;0,11;635,31
551,700;0,431;26,48;2,47;0,19;635,50
551,800;0,301;26,49;2,48;0,09;635,59
551,900;0,411;26,50;2,49;0,17;635,76
552,000;0,319;26,51;2,50;0,10;635,86
552,100;0,444;26,51;2,50;0,20;636,06
552,200;0,365;26,50;2,49;0,13;636,19
552,300;0,361;26,50;2,49;0,13;636,32
552,400;0,363;26,51;2,50;0,13;636,45
552,500;0,425;26,50;2,49;0,18;636,63
552,600;0,376;26,49;2,48;0,14;636,77
552,700;0,395;26,51;2,50;0,16;636,93
552,800;0,453;26,50;2,49;0,21;637,14
552,900;0,364;26,51;2,50;0,13;637,27
553,000;0,412;26,50;2,49;0,17;637,44
553,100;0,280;26,51;2,50;0,08;637,52
553,200;0,447;26,51;2,50;0,20;637,72
553,300;0,328;26,52;2,51;0,11;637,82
553,400;0,423;26,51;2,50;0,18;638,00
553,500;0,408;26,51;2,50;0,17;638,17
553,600;0,442;26,50;2,49;0,20;638,36
553,700;0,339;26,54;2,53;0,11;638,48
553,800;0,356;26,51;2,50;0,13;638,61
553,900;0,405;26,51;2,50;0,16;638,77
554,000;0,416;26,53;2,52;0,17;638,94
554,100;0,401;26,51;2,50;0,16;639,10
554,200;0,340;26,50;2,49;0,12;639,22
554,300;0,438;26,52;2,51;0,19;639,41
554,400;0,256;26,51;2,50;0,07;639,48
554,500;0,363;26,53;2,52;0,13;639,61
554,600;0,332;26,49;2,48;0,11;639,72
554,700;0,443;26,51;2,50;0,20;639,91
554,800;0,348;26,53;2,52;0,12;640,04
554,900;0,511;26,52;2,51;0,26;640,30
555,000;0,259;26,52;2,51;0,07;640,36
555,100;0,308;26,52;2,51;0,10;640,46
555,200;0,247;26,51;2,50;0,06;640,52
555,300;0,387;26,53;2,52;0,15;640,67
555,400;0,284;26,52;2,51;0,08;640,75
555,500;0,447;26,52;2,51;0,20;640,95
555,600;0,361;26,53;2,52;0,13;641,08
555,700;0,057;26,51;2,50;0,00;641,08
555,800;0,143;26,53;2,52;0,02;641,10
555,900;0,212;26,51;2,50;0,05;641,15
556,000;0,170;26,53;2,52;0,03;641,18
556,100;0,335;26,52;2,51;0,11;641,29
556,200;0,447;26,54;2,53;0,20;641,49
556,300;0,334;26,53;2,52;0,11;641,60
556,400;0,346;26,54;2,53;0,12;641,72
556,500;0,364;26,53;2,52;0,13;641,85
556,600;0,454;26,52;2,51;0,21;642,06
556,700;0,369;26,55;2,54;0,14;642,20
556,800;0,398;26,54;2,53;0,16;642,35
556,900;0,444;26,53;2,52;0,20;642,55
557,000;0,280;26,52;2,51;0,08;642,63
557,100;0,346;26,54;2,53;0,12;642,75
557,200;0,347;26,53;2,52;0,12;642,87
557,300;0,391;26,53;2,52;0,15;643,02
557,400;0,387;26,54;2,53;0,15;643,17
557,500;0,430;26,52;2,51;0,18;643,36
557,600;0,382;26,54;2,53;0,15;643,50
557,700;0,404;26,54;2,53;0,16;643,67
557,800;0,247;26,52;2,51;0,06;643,73
557,900;0,415;26,54;2,53;0,17;643,90
558,000;0,354;26,53;2,52;0,13;644,03
558,100;0,454;26,53;2,52;0,21;644,23
558,200;0,343;26,53;2,52;0,12;644,35
558,300;0,392;26,54;2,53;0,15;644,50
558,400;0,405;26,53;2,52;0,16;644,67
558,500;0,365;26,52;2,51;0,13;644,80
558,600;0,311;26,54;2,53;0,10;644,90
558,700;0,379;26,53;2,52;0,14;645,04
558,800;0,405;26,55;2,54;0,16;645,21
558,900;0,432;26,52;2,51;0,19;645,39
559,000;0,268;26,54;2,53;0,07;645,46
559,100;0,337;26,54;2,53;0,11;645,58
559,200;0,356;26,54;2,53;0,13;645,70
559,300;0,429;26,54;2,53;0,18;645,89
559,400;0,258;26,55;2,54;0,07;645,95
559,500;0,374;26,54;2,53;0,14;646,09
559,600;0,422;26,54;2,53;0,18;646,27
559,700;0,431;26,53;2,52;0,19;646,46
559,800;0,298;26,53;2,52;0,09;646,55
559,900;0,357;26,54;2,53;0,13;646,67
560,000;0,434;26,56;2,55;0,19;646,86
560,100;0,375;26,55;2,54;0,14;647,00
560,200;0,456;26,54;2,53;0,21;647,21
560,300;0,365;26,56;2,55;0,13;647,34
560,400;0,388;26,55;2,54;0,15;647,49
560,500;0,288;26,53;2,52;0,08;647,58
560,600;0,347;26,54;2,53;0,12;647,70
560,700;0,363;26,54;2,53;0,13;647,83
560,800;0,406;26,53;2,52;0,17;647,99
560,900;0,381;26,55;2,54;0,15;648,14
561,000;0,392;26,54;2,53;0,15;648,29
561,100;0,367;26,54;2,53;0,13;648,43
561,200;0,418;26,56;2,55;0,17;648,60
561,300;0,294;26,54;2,53;0,09;648,69
561,400;0,403;26,54;2,53;0,16;648,85
561,500;0,438;26,54;2,53;0,19;649,04
561,600;0,316;26,55;2,54;0,10;649,14
561,700;0,408;26,55;2,54;0,17;649,31
561,800;0,346;26,54;2,53;0,12;649,43
561,900;0,303;26,54;2,53;0,09;649,52
562,000;0,337;26,57;2,56;0,11;649,64
562,100;0,318;26,54;2,53;0,10;649,74
562,200;0,465;26,54;2,53;0,22;649,95
562,300;0,348;26,54;2,53;0,12;650,08
562,400;0,370;26,56;2,55;0,14;650,21
562,500;0,259;26,57;2,56;0,07;650,28
562,600;0,433;26,55;2,54;0,19;650,47
562,700;0,383;26,56;2,55;0,15;650,61
562,800;0,224;26,55;2,54;0,05;650,66
562,900;0,352;26,55;2,54;0,12;650,79
563,000;0,442;26,55;2,54;0,20;650,98
563,100;0,138;26,56;2,55;0,02;651,00
563,200;0,327;26,55;2,54;0,11;651,11
563,300;0,412;26,55;2,54;0,17;651,28
563,400;0,372;26,56;2,55;0,14;651,42
563,500;0,360;26,55;2,54;0,13;651,55
563,600;0,394;26,56;2,55;0,16;651,70
563,700;0,299;26,55;2,54;0,09;651,79
563,800;0,318;26,56;2,55;0,10;651,89
563,900;0,419;26,57;2,56;0,18;652,07
564,000;0,420;26,55;2,54;0,18;652,24
564,100;0,286;26,56;2,55;0,08;652,33
564,200;0,182;26,55;2,54;0,03;652,36
564,300;0,433;26,55;2,54;0,19;652,55
564,400;0,242;26,56;2,55;0,06;652,61
564,500;0,095;26,55;2,54;0,01;652,61
564,600;0,094;26,57;2,56;0,01;652,62
564,700;0,033;26,58;2,57;0,00;652,62
564,800;-9,421E-5;26,56;2,55;8,88E-9;652,62
564,900;-9,421E-5;26,57;2,56;8,88E-9;652,62
565,000;-9,421E-5;26,56;2,55;8,88E-9;652,62
565,100;0,101;26,58;2,57;0,01;652,63
565,200;0,236;26,56;2,55;0,06;652,69
565,300;0,394;26,58;2,57;0,16;652,85
565,400;0,274;26,58;2,57;0,08;652,92
565,500;0,262;26,56;2,55;0,07;652,99
565,600;0,331;26,54;2,53;0,11;653,10
565,700;0,308;26,57;2,56;0,09;653,19
565,800;0,391;26,55;2,54;0,15;653,35
565,900;0,269;26,56;2,55;0,07;653,42
566,000;0,347;26,57;2,56;0,12;653,54
566,100;0,325;26,56;2,55;0,11;653,65
566,200;0,435;26,56;2,55;0,19;653,83
566,300;0,319;26,57;2,56;0,10;653,94
566,400;0,368;26,58;2,57;0,14;654,07
566,500;0,299;26,57;2,56;0,09;654,16
566,600;0,270;26,58;2,57;0,07;654,23
566,700;0,497;26,58;2,57;0,25;654,48
566,800;0,372;26,58;2,57;0,14;654,62
566,900;0,393;26,60;2,58;0,15;654,77
567,000;0,263;26,58;2,57;0,07;654,84
567,100;0,436;26,58;2,57;0,19;655,03
567,200;0,377;26,58;2,57;0,14;655,18
567,300;0,405;26,60;2,58;0,16;655,34
567,400;0,265;26,58;2,57;0,07;655,41
567,500;0,449;26,58;2,57;0,20;655,61
567,600;0,359;26,60;2,58;0,13;655,74
567,700;0,391;26,58;2,57;0,15;655,89
567,800;0,266;26,57;2,56;0,07;655,96
567,900;0,439;26,60;2,58;0,19;656,16
568,000;0,371;26,58;2,57;0,14;656,29
568,100;0,370;26,58;2,57;0,14;656,43
568,200;0,243;26,60;2,58;0,06;656,49
568,300;0,469;26,58;2,57;0,22;656,71
568,400;0,350;26,58;2,57;0,12;656,83
568,500;0,421;26,58;2,57;0,18;657,01
568,600;0,213;26,57;2,56;0,05;657,06
568,700;0,499;26,60;2,58;0,25;657,31
568,800;0,291;26,60;2,58;0,08;657,39
568,900;0,354;26,58;2,57;0,13;657,52
569,000;0,262;26,58;2,57;0,07;657,58
569,100;0,500;26,61;2,60;0,25;657,83
569,200;0,299;26,58;2,57;0,09;657,92
569,300;0,407;26,57;2,56;0,17;658,09
569,400;0,251;26,60;2,58;0,06;658,15
569,500;0,493;26,60;2,58;0,24;658,40
569,600;0,291;26,58;2,57;0,08;658,48
569,700;0,436;26,61;2,60;0,19;658,67
569,800;0,214;26,58;2,57;0,05;658,72
569,900;0,438;26,58;2,57;0,19;658,91
570,000;0,267;26,60;2,58;0,07;658,98
570,100;0,425;26,61;2,60;0,18;659,16
570,200;0,301;26,60;2,58;0,09;659,25
570,300;0,461;26,57;2,56;0,21;659,46
570,400;0,267;26,61;2,60;0,07;659,54
570,500;0,434;26,60;2,58;0,19;659,72
570,600;0,194;26,58;2,57;0,04;659,76
570,700;0,474;26,60;2,58;0,22;659,99
570,800;0,227;26,60;2,58;0,05;660,04
570,900;0,448;26,58;2,57;0,20;660,24
571,000;0,235;26,62;2,61;0,06;660,29
571,100;0,427;26,61;2,60;0,18;660,47
571,200;0,302;26,60;2,58;0,09;660,57
571,300;0,480;26,58;2,57;0,23;660,80
571,400;0,294;26,61;2,60;0,09;660,88
571,500;0,409;26,58;2,57;0,17;661,05
571,600;0,222;26,60;2,58;0,05;661,10
571,700;0,462;26,62;2,61;0,21;661,31
571,800;0,264;26,61;2,60;0,07;661,38
571,900;0,361;26,61;2,60;0,13;661,51
572,000;0,291;26,62;2,61;0,08;661,60
572,100;0,496;26,61;2,60;0,25;661,84
572,200;0,276;26,61;2,60;0,08;661,92
572,300;0,326;26,63;2,62;0,11;662,03
572,400;0,337;26,61;2,60;0,11;662,14
572,500;0,419;26,61;2,60;0,18;662,31
572,600;0,320;26,61;2,60;0,10;662,42
572,700;0,248;26,62;2,61;0,06;662,48
572,800;0,437;26,63;2,62;0,19;662,67
572,900;0,454;26,61;2,60;0,21;662,88
573,000;0,298;26,61;2,60;0,09;662,96
573,100;0,086;26,58;2,57;0,01;662,97
573,200;0,392;26,65;2,64;0,15;663,13
573,300;0,229;26,61;2,60;0,05;663,18
573,400;0,214;26,62;2,61;0,05;663,22
573,500;0,414;26,62;2,61;0,17;663,40
573,600;0,235;26,62;2,61;0,06;663,45
573,700;0,378;26,62;2,61;0,14;663,59
573,800;0,321;26,64;2,63;0,10;663,70
573,900;0,463;26,62;2,61;0,21;663,91
574,000;0,271;26,61;2,60;0,07;663,98
574,100;0,451;26,61;2,60;0,20;664,19
574,200;0,233;26,60;2,58;0,05;664,24
574,300;0,322;26,63;2,62;0,10;664,34
574,400;0,243;26,63;2,62;0,06;664,40
574,500;0,288;26,63;2,62;0,08;664,49
574,600;0,440;26,62;2,61;0,19;664,68
574,700;0,112;26,61;2,60;0,01;664,69
574,800;-1,256E-4;26,63;2,62;1,58E-8;664,69
574,900;0,224;26,62;2,61;0,05;664,74
575,000;0,275;26,61;2,60;0,08;664,82
575,100;0,127;26,61;2,60;0,02;664,84
575,200;0,108;26,62;2,61;0,01;664,85
575,300;0,310;26,62;2,61;0,10;664,94
575,400;0,360;26,62;2,61;0,13;665,07
575,500;0,235;26,64;2,63;0,06;665,13
575,600;0,299;26,62;2,61;0,09;665,22
575,700;0,222;26,63;2,62;0,05;665,27
575,800;0,309;26,64;2,63;0,10;665,36
575,900;0,435;26,64;2,63;0,19;665,55
576,000;0,045;26,61;2,60;0,00;665,55
576,100;0,247;26,61;2,60;0,06;665,61
576,200;0,336;26,63;2,62;0,11;665,73
576,300;0,209;26,62;2,61;0,04;665,77
576,400;0,460;26,63;2,62;0,21;665,98
576,500;0,276;26,62;2,61;0,08;666,06
576,600;0,370;26,62;2,61;0,14;666,20
576,700;0,257;26,64;2,63;0,07;666,26
576,800;0,296;26,62;2,61;0,09;666,35
576,900;0,399;26,64;2,63;0,16;666,51
577,000;0,216;26,63;2,62;0,05;666,55
577,100;0,375;26,64;2,63;0,14;666,69
577,200;0,225;26,62;2,61;0,05;666,75
577,300;0,426;26,64;2,63;0,18;666,93
577,400;0,261;26,64;2,63;0,07;667,00
577,500;0,323;26,65;2,64;0,10;667,10
577,600;0,341;26,64;2,63;0,12;667,22
577,700;0,227;26,62;2,61;0,05;667,27
577,800;0,448;26,64;2,63;0,20;667,47
577,900;0,267;26,63;2,62;0,07;667,54
578,000;0,384;26,64;2,63;0,15;667,69
578,100;0,191;26,63;2,62;0,04;667,72
578,200;0,360;26,64;2,63;0,13;667,85
578,300;0,361;26,64;2,63;0,13;667,98
578,400;0,367;26,63;2,62;0,13;668,12
578,500;0,323;26,64;2,63;0,10;668,22
578,600;0,536;26,65;2,64;0,29;668,51
578,700;-0,016;26,64;2,63;2,64E-4;668,51
578,800;-6,281E-5;26,62;2,61;3,94E-9;668,51
578,900;0,167;26,64;2,63;0,03;668,54
579,000;0,208;26,64;2,63;0,04;668,58
579,100;0,041;26,65;2,64;0,00;668,58
579,200;-6,281E-5;26,64;2,63;3,94E-9;668,58
579,300;-1,256E-4;26,65;2,64;1,58E-8;668,58
579,400;-6,281E-5;26,66;2,65;3,94E-9;668,58
579,500;-1,256E-4;26,64;2,63;1,58E-8;668,58
579,600;-9,421E-5;26,65;2,64;8,88E-9;668,58
579,700;-9,421E-5;26,66;2,65;8,88E-9;668,58
579,800;3,140E-5;26,67;2,66;9,86E-10;668,58
579,900;-0,003;26,65;2,64;1,07E-5;668,58
580,000;-1,256E-4;26,64;2,63;1,58E-8;668,58
580,100;-7,537E-4;26,65;2,64;5,68E-7;668,58
580,200;-1,256E-4;26,64;2,63;1,58E-8;668,58
580,300;-3,140E-5;26,64;2,63;9,86E-10;668,58
580,400;-9,421E-5;26,62;2,61;8,88E-9;668,58
580,500;-6,281E-5;26,66;2,65;3,94E-9;668,58
580,600;-6,281E-5;26,65;2,64;3,94E-9;668,58
580,700;-9,421E-5;26,63;2,62;8,88E-9;668,58
580,800;-1,570E-4;26,64;2,63;2,47E-8;668,58
580,900;-1,570E-4;26,64;2,63;2,47E-8;668,58
581,000;-1,256E-4;26,66;2,65;1,58E-8;668,58
581,100;-1,256E-4;26,64;2,63;1,58E-8;668,58
581,200;-9,421E-5;26,65;2,64;8,88E-9;668,58
581,300;-3,140E-5;26,67;2,66;9,86E-10;668,58
581,400;0,250;26,65;2,64;0,06;668,65
581,500;0,411;26,66;2,65;0,17;668,81
581,600;0,470;26,65;2,64;0,22;669,04
581,700;0,336;26,65;2,64;0,11;669,15
581,800;0,345;26,66;2,65;0,12;669,27
581,900;0,509;26,67;2,66;0,26;669,53
582,000;0,422;26,65;2,64;0,18;669,70
582,100;0,218;26,66;2,65;0,05;669,75
582,200;0,391;26,64;2,63;0,15;669,91
582,300;0,495;26,66;2,65;0,25;670,15
582,400;0,371;26,66;2,65;0,14;670,29
582,500;0,313;26,66;2,65;0,10;670,39
582,600;0,460;26,67;2,66;0,21;670,60
582,700;0,487;26,67;2,66;0,24;670,84
582,800;0,214;26,64;2,63;0,05;670,88
582,900;0,380;26,66;2,65;0,14;671,03
583,000;0,507;26,67;2,66;0,26;671,28
583,100;0,443;26,67;2,66;0,20;671,48
583,200;0,307;26,67;2,66;0,09;671,57
583,300;0,466;26,65;2,64;0,22;671,79
583,400;0,495;26,67;2,66;0,25;672,04
583,500;0,242;26,68;2,67;0,06;672,09
583,600;0,419;26,67;2,66;0,18;672,27
583,700;0,519;26,68;2,67;0,27;672,54
583,800;0,406;26,67;2,66;0,17;672,70
583,900;0,323;26,67;2,66;0,10;672,81
584,000;0,475;26,65;2,64;0,23;673,03
584,100;0,496;26,68;2,67;0,25;673,28
584,200;0,230;26,68;2,67;0,05;673,33
584,300;0,445;26,67;2,66;0,20;673,53
584,400;0,532;26,66;2,65;0,28;673,81
584,500;0,310;26,68;2,67;0,10;673,91
584,600;0,376;26,67;2,66;0,14;674,05
584,700;0,507;26,67;2,66;0,26;674,31
584,800;0,453;26,67;2,66;0,21;674,52
584,900;0,251;26,67;2,66;0,06;674,58
585,000;0,448;26,67;2,66;0,20;674,78
585,100;0,519;26,66;2,65;0,27;675,05
585,200;0,245;26,67;2,66;0,06;675,11
585,300;0,398;26,67;2,66;0,16;675,27
585,400;0,553;26,67;2,66;0,31;675,57
585,500;0,391;26,67;2,66;0,15;675,73
585,600;0,281;26,66;2,65;0,08;675,80
585,700;0,479;26,68;2,67;0,23;676,03
585,800;0,513;26,67;2,66;0,26;676,30
585,900;0,193;26,68;2,67;0,04;676,33
586,000;0,403;26,67;2,66;0,16;676,50
586,100;0,524;26,67;2,66;0,28;676,77
586,200;0,405;26,67;2,66;0,16;676,94
586,300;0,285;26,69;2,68;0,08;677,02
586,400;0,458;26,67;2,66;0,21;677,23
586,500;0,500;26,66;2,65;0,25;677,48
586,600;0,245;26,67;2,66;0,06;677,54
586,700;0,367;26,68;2,67;0,13;677,67
586,800;0,549;26,67;2,66;0,30;677,97
586,900;0,402;26,67;2,66;0,16;678,13
587,000;0,231;26,68;2,67;0,05;678,19
587,100;0,430;26,67;2,66;0,19;678,37
587,200;0,531;26,67;2,66;0,28;678,65
587,300;0,273;26,69;2,68;0,07;678,73
587,400;0,331;26,68;2,67;0,11;678,84
587,500;0,470;26,68;2,67;0,22;679,06
587,600;0,500;26,69;2,68;0,25;679,31
587,700;0,163;26,68;2,67;0,03;679,34
587,800;0,439;26,67;2,66;0,19;679,53
587,900;0,514;26,67;2,66;0,26;679,79
588,000;0,298;26,69;2,68;0,09;679,88
588,100;0,245;26,68;2,67;0,06;679,94
588,200;0,382;26,67;2,66;0,15;680,09
588,300;0,538;26,68;2,67;0,29;680,38
588,400;0,329;26,69;2,68;0,11;680,48
588,500;0,290;26,69;2,68;0,08;680,57
588,600;0,496;26,69;2,68;0,25;680,82
588,700;0,481;26,68;2,67;0,23;681,05
588,800;0,191;26,67;2,66;0,04;681,08
588,900;0,358;26,69;2,68;0,13;681,21
589,000;0,505;26,68;2,67;0,26;681,47
589,100;0,434;26,68;2,67;0,19;681,66
589,200;0,243;26,67;2,66;0,06;681,71
589,300;0,390;26,69;2,68;0,15;681,87
589,400;0,575;26,68;2,67;0,33;682,20
589,500;0,320;26,68;2,67;0,10;682,30
589,600;0,325;26,69;2,68;0,11;682,40
589,700;0,489;26,69;2,68;0,24;682,64
589,800;0,466;26,69;2,68;0,22;682,86
589,900;0,192;26,68;2,67;0,04;682,90
590,000;0,363;26,67;2,66;0,13;683,03
590,100;0,545;26,67;2,66;0,30;683,33
590,200;0,426;26,69;2,68;0,18;683,51
590,300;0,251;26,71;2,70;0,06;683,57
590,400;0,388;26,69;2,68;0,15;683,72
590,500;0,521;26,69;2,68;0,27;683,99
590,600;0,280;26,69;2,68;0,08;684,07
590,700;0,338;26,70;2,69;0,11;684,19
590,800;0,564;26,72;2,71;0,32;684,50
590,900;0,355;26,70;2,69;0,13;684,63
591,000;0,312;26,69;2,68;0,10;684,73
591,100;0,437;26,71;2,70;0,19;684,92
591,200;0,520;26,69;2,68;0,27;685,19
591,300;0,308;26,69;2,68;0,09;685,28
591,400;0,327;26,69;2,68;0,11;685,39
591,500;0,502;26,69;2,68;0,25;685,64
591,600;0,471;26,71;2,70;0,22;685,86
591,700;0,182;26,71;2,70;0,03;685,90
591,800;0,390;26,70;2,69;0,15;686,05
591,900;0,534;26,69;2,68;0,28;686,33
592,000;0,365;26,70;2,69;0,13;686,47
592,100;0,276;26,70;2,69;0,08;686,54
592,200;0,460;26,72;2,71;0,21;686,76
592,300;0,513;26,69;2,68;0,26;687,02
592,400;0,180;26,71;2,70;0,03;687,05
592,500;0,369;26,72;2,71;0,14;687,19
592,600;0,503;26,70;2,69;0,25;687,44
592,700;0,419;26,70;2,69;0,18;687,62
592,800;0,187;26,69;2,68;0,03;687,65
592,900;0,399;26,71;2,70;0,16;687,81
593,000;0,513;26,71;2,70;0,26;688,07
